FrequeE-9cy(Hz)	Temperature(C)	D-Factor(D)	CapacitaE-9ce(F)	ImpedaE-9ce(Ohm)
5500	108	7.623232m	0.377437n	76.666430K
5500	110	6.583618m	0.369490n	78.314870K
5500	112	7.294705m	0.362852n	79.747330K
5500	114	6.777854m	0.356663n	81.131350K
5500	116	7.096579m	0.350601n	82.534060K
5500	118	7.585071m	0.344730n	83.939910K
5500	120	6.998561m	0.338871n	85.391100K
5500	122	6.835704m	0.333164n	86.853470K
5500	124	7.263980m	0.327730n	88.293780K
5500	126	0.010609	0.323326n	89.495090K
5500	128	6.802652m	0.317395n	91.169130K
5500	130	6.800041m	0.312501n	92.596610K
5500	132	6.442854m	0.307492n	94.105320K
5500	134	7.366185m	0.303041n	95.487320K
5500	136	3.631287m	0.297856n	97.147000K
5500	138	6.970157m	0.293786n	98.495830K
5500	140	6.478959m	0.289411n	99.984520K
5500	142	7.098499m	0.284860n	101.582000K
5500	144	6.664210m	0.281237n	102.890900K
5500	146	6.955943m	0.277167n	104.401100K
5500	148	6.980830m	0.273398n	105.840200K
5500	150	7.127642m	0.269448n	107.391700K
5500	152	7.914141m	0.265815n	108.858800K
5500	154	8.492521m	0.262370n	110.287100K
5500	156	8.783027m	0.258806n	111.806400K
5500	158	9.043802m	0.255498n	113.253400K
5500	160	0.010157	0.252136n	114.762300K
5500	162	9.892424m	0.248989n	116.213900K
5500	164	0.011211	0.245851n	117.695200K
5500	166	0.010652	0.242757n	119.194600K
5500	168	0.011076	0.239554n	120.787600K
5500	170	0.012607	0.237215n	121.977700K
5500	172	0.012802	0.233908n	123.702200K
5500	174	0.014781	0.231514n	124.979500K
5500	176	0.015334	0.228793n	126.463300K
5500	178	0.015933	0.225907n	128.075500K
5500	180	0.017072	0.223380n	129.523900K
5500	182	0.018869	0.220975n	130.930800K
5500	184	0.020291	0.218449n	132.441000K
5500	186	0.021382	0.216115n	133.866300K
5500	188	0.023714	0.213745n	135.343400K
5500	190	0.025217	0.211323n	136.888700K
5500	192	0.027720	0.209059n	138.363000K
5500	194	0.031308	0.207548n	139.369300K
5500	196	0.032708	0.204807n	141.211700K
5500	198	0.035824	0.202748n	142.631900K
5500	200	0.039119	0.200630n	144.121800K
6000	26	0.026023	1.209406n	21.925480K
6000	28	0.025923	1.182522n	22.423980K
6000	30	0.024936	1.153612n	22.986600K
6000	32	0.023379	1.117323n	23.733960K
6000	34	0.022283	1.076091n	24.644040K
6000	36	0.020805	1.045013n	25.378160K
6000	38	0.020708	1.008000n	26.309720K
6000	40	0.022446	0.975089n	27.198750K
6000	42	0.019295	0.941531n	28.167900K
6000	44	0.019114	0.908512n	29.192060K
6000	46	0.017759	0.878202n	30.199860K
6000	48	0.017310	0.847461n	31.295620K
6000	50	0.016700	0.818934n	32.386230K
6000	52	0.015804	0.790647n	33.545280K
6000	54	0.015111	0.765080n	34.666760K
6000	56	0.014391	0.739551n	35.863830K
6000	58	0.013703	0.715442n	37.072630K
6000	60	0.013042	0.692689n	38.290790K
6000	62	0.012322	0.671097n	39.523180K
6000	64	0.011627	0.650019n	40.805020K
6000	66	0.010878	0.631099n	42.028840K
6000	68	0.010039	0.612567n	43.300400K
6000	70	8.709232m	0.593496n	44.692530K
